DAY|TIME PLAYED|SONG TITLE|SONG ARTIST
2024-09-02|07:02|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-02|07:09|O SOL|VITOR KLEY
2024-09-02|07:17|HOUDINI|EMINEM
2024-09-02|07:22|MY LOVE MINE ALL MINE|MITSKI
2024-09-02|07:24|GET LUCKY|DAFT PUNK [+] PHARRELL WILLIAMS
2024-09-02|07:34|GAROTA|MANINHO, MARISA LIZ
2024-09-02|07:40|IDGAF (CLEAN VERSION)|DUA LIPA
2024-09-02|07:46|SCARED TO START|MICHAEL MARCAGI
2024-09-02|07:51|JURO|JOANA OLIVEIRA
2024-09-02|08:02|BAD HABITS|ED SHEERAN
2024-09-02|08:08|SENORITA|SHAWN MENDES & CAMILA CABELLO
2024-09-02|08:16|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-02|08:22|CHASING CARS|SNOW PATROL
2024-09-02|08:26|CONTRA PROBABILIDADES|BISPO FT. JULINHO KSD
2024-09-02|08:34|PLEASE, PLEASE, PLEASE|SABRINA CARPENTER
2024-09-02|08:42|O AMOR E MAGICO|EXPENSIVE SOUL
2024-09-02|08:50|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-02|08:55|LEMBRAS-TE DE MIM|NENA, CAROLINA DE DEUS
2024-09-02|09:04|AUSTIN|DASHA
2024-09-02|09:09|DUSK TILL DAWN|ZAYN FT. SIA
2024-09-02|09:17|CIRCLES|POST MALONE
2024-09-02|09:22|DANCE THE NIGHT|DUA LIPA
2024-09-02|09:25|BENÇÃO|MIZZY MILES, VAN ZEE, BISPO
2024-09-02|09:35|TATTOO|LOREEN
2024-09-02|09:38|MY LOVE|JUSTIN TIMBERLAKE FEAT. T.I.
2024-09-02|09:45|DIALETOS DA TERNURA|DA WEASEL
2024-09-02|09:49|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-02|10:01|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-02|10:04|SAY YOU WONT LET GO|JAMES ARTHUR
2024-09-02|10:07|WOMANS WORLD|KATY PERRY
2024-09-02|10:10|LUNCH|BILLIE EILISH
2024-09-02|10:13|PERFUME|CALEMA
2024-09-02|10:16|BRUTOS DIAMANTES|SYRO, BISPO
2024-09-02|10:19|TACONES ROJOS|SEBASTIAN YATRA
2024-09-02|10:23|ALÔ|DILLAZ FEAT. PLUTONIO
2024-09-02|10:26|A BAR SONG|SHABOOZEY
2024-09-02|10:29|FIRE - OFFICIAL UEFA EURO 2024 SONG|MEDUZA, ONEREPUBLIC, LEONY
2024-09-02|10:32|A THOUSAND MILES|VANESSA CARLTON
2024-09-02|10:36|AMIGOS COLORIDOS|BANDIDOS DO CANTE
2024-09-02|10:39|GOOD LUCK, BABE|CHAPELLE ROAN
2024-09-02|10:43|DYNAMITE|BTS
2024-09-02|10:46|NOITE|IVANDRO, VITOR KLEY
2024-09-02|10:50|HOT IN HERRE|NELLY
2024-09-02|11:01|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-02|11:04|ASSOBIA PARA O LADO|CARLÃO
2024-09-02|11:07|LOSE CONTROL|TEDDY SWIMS
2024-09-02|11:10|ANGEL|SHAGGY FEAT. RAYVON
2024-09-02|11:14|CANÇÃO DO ELEVADOR|AFONSO DUBRAZ
2024-09-02|11:17|CLOSE TO YOU|GRACIE ABRAMS
2024-09-02|11:21|SOMEONE LIKE YOU|ADELE
2024-09-02|11:24|CRISTALIZA|BÁRBARA BANDEIRA
2024-09-02|11:27|ESPRESSO|SABRINA CARPENTER
2024-09-02|11:30|GAROTA|MANINHO, MARISA LIZ
2024-09-02|11:39|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-02|11:42|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-02|11:45|EL MERENGUE|MARSHMELLO, MANUEL TURIZO
2024-09-02|11:48|FUMAÇA|BARBARA BANDEIRA, VEIGH
2024-09-02|12:01|STICK SEASON|NOAH KAHAN
2024-09-02|12:04|GIMME MORE|BRITNEY SPEARS
2024-09-02|12:08|EU E TU|MIKE 11 FT. D.A.M.A.
2024-09-02|12:12|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-02|12:16|ACORDAR|SYRO
2024-09-02|12:19|DIE WITH A SMILE|BRUNO MARS, LADY GAGA
2024-09-02|12:23|ELA NÃO SABE POIS NÃO|BÁRBARA TINOCO
2024-09-02|12:26|STAY|THE KID LAROI FT. JUSTIN BIEBER
2024-09-02|12:28|STARGAZING|MYLES SMITH
2024-09-02|12:31|MEMORIES (VERSION 2021)|DAVID GUETTA
2024-09-02|12:39|BABY DONT HURT ME|DAVID GUETTA, ANNE-MARIE, COI LERAY
2024-09-02|12:42|LEMBRAS-TE DE MIM|NENA, CAROLINA DE DEUS
2024-09-02|12:45|HOUDINI|EMINEM
2024-09-02|12:48|INESQUECÍVEL|GIULIA BE FEAT. LUAN SANTANA
2024-09-02|12:58|AUSTIN|DASHA
2024-09-02|13:01|VOLTAS|FERNANDO DANIEL
2024-09-02|13:05|MWAKI|ZERB, SOFIYA NZAU
2024-09-02|13:08|YOU GIVE ME SOMETHING|JAMES MORRISON
2024-09-02|13:12|RITINHA|ATOA, GRUPO ACADÉMICO SEISTETOS
2024-09-02|13:14|I DONT WANNA WAIT|DAVID GUETTA, ONEREPUBLIC
2024-09-02|13:17|UNFORGETTABLE|FRENCH MONTANA FEAT. SWAE LEE
2024-09-02|13:26|PLEASE, PLEASE, PLEASE|SABRINA CARPENTER
2024-09-02|13:29|ALÔ|DILLAZ FEAT. PLUTONIO
2024-09-02|13:37|A BAR SONG|SHABOOZEY
2024-09-02|13:40|BENÇÃO|MIZZY MILES, VAN ZEE, BISPO
2024-09-02|13:43|POMPEII|BASTILLE
2024-09-02|13:47|COMO É LINDA|CAROLINA DESLANDES
2024-09-02|13:58|TEXAS HOLD EM|BEYONCE
2024-09-02|14:02|ATÉ AO FIM|MANINHO
2024-09-02|14:05|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-02|14:08|SHALLOW|LADY GAGA FT. BRADLEY COOPER
2024-09-02|14:11|THE DOOR|TEDDY SWIMS
2024-09-02|14:14|CUIDO DE VOCÊ|DAVID CARREIRA FEAT. KELL SMITH
2024-09-02|14:17|IGUAL QUE UN ANGEL|KALI UCHIS, PESO PLUMA
2024-09-02|14:21|NOITE|IVANDRO, VITOR KLEY
2024-09-02|14:25|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-02|14:28|LUNCH|BILLIE EILISH
2024-09-02|14:31|FONES NOS OUVIDOS|NENA
2024-09-02|14:34|SEXYBACK|JUSTIN TIMBERLAKE
2024-09-02|14:38|GAROTA|MANINHO, MARISA LIZ
2024-09-02|14:42|WOMANS WORLD|KATY PERRY
2024-09-02|14:44|YEAH!|USHER, LIL JON & LUDRACRIS
2024-09-02|14:59|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-02|15:02|SAIA DA CAROLINA|CAROLINA DESLANDES
2024-09-02|15:05|STUMBLIN IN|CYRIL
2024-09-02|15:08|THE LAZY SONG|BRUNO MARS
2024-09-02|15:11|DONT START NOW|DUA LIPA
2024-09-02|15:14|FIRE - OFFICIAL UEFA EURO 2024 SONG|MEDUZA, ONEREPUBLIC, LEONY
2024-09-02|15:17|GOOD 4 U|OLIVIA RODRIGO
2024-09-02|15:20|TREM BALA|ANA VILELA FT. DAVID CARREIRA
2024-09-02|15:23|GOOD LUCK, BABE|CHAPELLE ROAN
2024-09-02|15:26|AMIGOS COLORIDOS|BANDIDOS DO CANTE
2024-09-02|15:37|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-02|15:40|I FEEL IT COMING|THE WEEKND FT. DAFT PUNK
2024-09-02|15:44|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-02|15:56|BEAUTIFUL THINGS|BENSON BOONE
2024-09-02|15:59|HEY SOUL SISTER|TRAIN
2024-09-02|16:03|CANÇÃO DO ELEVADOR|AFONSO DUBRAZ
2024-09-02|16:06|AUSTIN|DASHA
2024-09-02|16:09|BETTER NOW|POST MALONE
2024-09-02|16:12|CLOSE TO YOU|GRACIE ABRAMS
2024-09-02|16:16|NOSSO QUADRO|ANA CASTELA & AGROPLAY
2024-09-02|16:19|ROLLING IN THE DEEP|ADELE
2024-09-02|16:22|ESPRESSO|SABRINA CARPENTER
2024-09-02|16:25|TELEPHONE|LADY GAGA [+] BEYONCE
2024-09-02|16:34|LOVIN ON ME|JACK HARLOW
2024-09-02|16:36|ELA NÃO SABE POIS NÃO|BÁRBARA TINOCO
2024-09-02|16:39|STARGAZING|MYLES SMITH
2024-09-02|16:42|MARIA JOANA|NUNO RIBEIRO, CALEMA, MARIZA
2024-09-02|16:46|DIE WITH A SMILE|BRUNO MARS, LADY GAGA
2024-09-02|16:59|A BAR SONG|SHABOOZEY
2024-09-02|17:02|IDIOTA|JÃO
2024-09-02|17:05|WE CANT BE FRIENDS (WAIT FOR YOUR LOVE)|ARIANA GRANDE
2024-09-02|17:08|RAISE YOUR GLASS|PINK
2024-09-02|17:11|FUMAÇA|BARBARA BANDEIRA, VEIGH
2024-09-02|17:15|I ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-02|17:18|ONE MORE NIGHT|MAROON 5
2024-09-02|17:22|LOVE AGAIN|RICHIE CAMPBELL
2024-09-02|17:25|HOUDINI|EMINEM
2024-09-02|17:29|POPULAR|THE WEEKND, PLAYBOI CARTI
2024-09-02|17:38|WE CAN DO BETTER|MATT SIMONS
2024-09-02|17:41|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-02|17:44|LEMBRAS-TE DE MIM|NENA, CAROLINA DE DEUS
2024-09-02|17:47|AS IT WAS|HARRY STYLES
2024-09-02|17:58|I LIKE THE WAY YOU KISS ME|ARTEMAS
2024-09-02|18:01|EU E TU|MIKE 11 FT. D.A.M.A.
2024-09-02|18:10|PLEASE, PLEASE, PLEASE|SABRINA CARPENTER
2024-09-02|18:13|NOITE|IVANDRO, VITOR KLEY
2024-09-02|18:18|TRAINING SEASON|DUA LIPA
2024-09-02|18:26|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-02|18:31|I DONT WANNA WAIT|DAVID GUETTA, ONEREPUBLIC
2024-09-02|18:34|BENÇÃO|MIZZY MILES, VAN ZEE, BISPO
2024-09-02|18:43|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-02|18:45|BEFORE YOU GO|LEWIS CAPALDI
2024-09-02|18:57|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-02|19:00|COMO É LINDA|CAROLINA DESLANDES
2024-09-02|19:03|THE DOOR|TEDDY SWIMS
2024-09-02|19:09|WOMANS WORLD|KATY PERRY
2024-09-02|19:11|RITINHA|ATOA, GRUPO ACADÉMICO SEISTETOS
2024-09-02|19:16|HIGHER POWER|COLDPLAY
2024-09-02|19:24|GAROTA|MANINHO, MARISA LIZ
2024-09-02|19:31|FORTNIGHT|TAYLOR SWIFT, POST MALONE
2024-09-02|19:34|ANTES DA NOITE ACABAR|BIANCA BARROS
2024-09-02|19:42|AUSTIN|DASHA
2024-09-02|19:44|GIRLFRIEND|AVRIL LAVIGNE
2024-09-02|19:56|THE SOUND OF SILENCE|DISTURBED, CYRIL REMIX
2024-09-02|19:59|ALEJANDRO|LADY GAGA
2024-09-02|20:03|ALÔ|DILLAZ FEAT. PLUTONIO
2024-09-02|20:06|A BAR SONG|SHABOOZEY
2024-09-02|20:09|A THOUSAND YEARS|CHRISTINA PERRI
2024-09-02|20:13|LUNCH|BILLIE EILISH
2024-09-02|20:16|ANJOS|DIOGO PIÇARRA FT. CAROLINA DESLANDES
2024-09-02|20:19|DYNAMITE|BTS
2024-09-02|20:22|GOOD LUCK, BABE|CHAPELLE ROAN
2024-09-02|20:25|MURDER ON THE DANCE FLOOR|SOPHIE ELLIS-BEXTOR
2024-09-02|20:34|CUPID - TWIN VER.|FIFTY FIFTY
2024-09-02|20:37|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-02|20:41|ESPRESSO|SABRINA CARPENTER
2024-09-02|20:43|CRISTALIZA|BÁRBARA BANDEIRA
2024-09-02|20:46|FIRE - OFFICIAL UEFA EURO 2024 SONG|MEDUZA, ONEREPUBLIC, LEONY
2024-09-02|20:57|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-02|21:00|TROVADOR|IVANDRO
2024-09-02|21:03|BELONG TOGETHER|MARK AMBOR
2024-09-02|21:06|HEY YA|OUTKAST
2024-09-02|21:10|FONES NOS OUVIDOS|NENA
2024-09-02|21:14|CLOSE TO YOU|GRACIE ABRAMS
2024-09-02|21:17|MERCY|SHAWN MENDES
2024-09-02|21:21|PERFUME|CALEMA
2024-09-02|21:24|STARGAZING|MYLES SMITH
2024-09-02|21:27|ELA NÃO SABE POIS NÃO|BÁRBARA TINOCO
2024-09-02|21:34|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-02|21:37|LEMBRAS-TE DE MIM|NENA, CAROLINA DE DEUS
2024-09-02|21:40|FORGET ME|LEWIS CAPALDI
2024-09-02|21:44|AMIGOS COLORIDOS|BANDIDOS DO CANTE
2024-09-02|21:47|LOVE YOURSELF|JUSTIN BIEBER
2024-09-02|21:59|CANT CATCH ME NOW|OLIVIA RODRIGO
2024-09-02|22:02|PLANETA|BISPO FT. BARBARA TINOCO
2024-09-02|22:05|I SEE FIRE|ED SHEERAN
2024-09-02|22:09|DOIS CORAÇÕES PARTIDOS|JOANA ALMEIRANTE, SAMUEL URIA
2024-09-02|22:13|HUMAN|RAG N BONE MAN
2024-09-02|22:17|IMPOSSIBLE|JAMES ARTHUR
2024-09-02|22:20|I WONT GIVE UP|JASON MRAZ
2024-09-02|22:24|JUST TAKE MY HEART|MR BIG
2024-09-02|22:28|O AMOR É O SEGREDO|VITOR KLEY
2024-09-02|22:31|HEROES AND SAINTS|NICOLAJ GRANDJEAN
2024-09-02|22:38|MEMORIES|MAROON 5
2024-09-02|22:41|MY LOVE MINE ALL MINE|MITSKI
2024-09-02|22:43|A DIFERENT CORNER|GEORGE MICHAEL
2024-09-02|22:48|NÃO DEVIA|NUNO RIBEIRO, LOONY JOHNSON
2024-09-02|22:55|WISH YOU THE BEST|LEWIS CAPALDI
2024-09-02|22:58|NO MORE LONELY NIGHTS|PAUL MCCARTNEY
2024-09-02|23:03|YOU GIVE ME SOMETHING|JAMES MORRISON
2024-09-02|23:06|LOSE CONTROL|TEDDY SWIMS
2024-09-02|23:10|BEAUTIFUL PEOPLE|ED SHEERAN FEAT. KHALID
2024-09-02|23:14|IM YOURS|JASON MRAZ
2024-09-02|23:18|ALMA NUA|VAN ZEE
2024-09-02|23:21|COLD LITTLE HEART|MICHAEL KIWANUKA
2024-09-02|23:25|ROYALS|LORDE
2024-09-02|23:28|ESSA SAIA|BISPO
2024-09-02|23:34|DIE FOR YOU|THE WEEKND
2024-09-02|23:38|IVE BEEN IN LOVE BEFORE|CUTTING CREW
2024-09-02|23:42|AMOR DE FERRO|DIOGO PIÇARRA, PEDRO ABRUNHOSA
2024-09-02|23:47|JAR OF HEARTS|CHRISTINA PERRI
2024-09-02|23:50|PERTO DE MIM|SYRO
2024-09-02|23:59|FAITHS SONG|AMY WADGE
2024-09-02|00:38|DANCING ON MY OWN|CALUM SCOTT
2024-09-02|00:42|SIGN YOUR NAME|TERENCE TRENT DARBY
2024-09-02|00:49|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-02|00:52|ON TOP OF THE WORLD|IMAGINE DRAGONS
2024-09-02|00:55|LEMBRAS-TE DE MIM|NENA, CAROLINA DE DEUS
2024-09-02|00:58|SHE WILL BE LOVED|MAROON 5
2024-09-02|01:03|GOOD LUCK, BABE|CHAPELLE ROAN
2024-09-02|01:06|DIE WITH A SMILE|BRUNO MARS, LADY GAGA
2024-09-02|01:10|HÁ SEMPRE UMA MUSICA|DIOGO PIÇARRA
2024-09-02|01:13|BLEEDING LOVE|LEONA LEWIS
2024-09-02|01:17|BOYFRIEND|DOVE CAMERON
2024-09-02|01:20|QUERO É VIVER|SARA CORREIA
2024-09-02|01:24|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-02|01:27|CANÇÃO DO ELEVADOR|AFONSO DUBRAZ
2024-09-02|01:30|TUSA|KAROL G. X NICKI MINAJ
2024-09-02|01:33|WE CANT BE FRIENDS (WAIT FOR YOUR LOVE)|ARIANA GRANDE
2024-09-02|01:37|LOUCAMENTE|D.A.M.A, LOS ROMEROS
2024-09-02|01:40|I ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-02|01:44|SEXYBACK|JUSTIN TIMBERLAKE
2024-09-02|01:49|I LIKE THE WAY YOU KISS ME|ARTEMAS
2024-09-02|01:52|I DONT WANNA WAIT|DAVID GUETTA, ONEREPUBLIC
2024-09-02|01:54|THE SCIENTIST|COLDPLAY
2024-09-02|01:59|EYES CLOSED|ED SHEERAN
2024-09-02|02:02|ONDE ANDA|CALEMA & ZÉ FILIPE
2024-09-02|02:05|HOUDINI|EMINEM
2024-09-02|02:08|WAVES|MR. PROBZ, ROBIN SCHULZ
2024-09-02|02:12|TAL COMO SOU|FERNANDO DANIEL
2024-09-02|02:15|CRAZY|GNARLS BARKLEY
2024-09-02|02:18|ALÔ|DILLAZ FEAT. PLUTONIO
2024-09-02|02:22|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-02|02:25|OUTRO PLANETA|VIRGUL
2024-09-02|02:28|PLEASE, PLEASE, PLEASE|SABRINA CARPENTER
2024-09-02|02:31|THE DOOR|TEDDY SWIMS
2024-09-02|02:35|BETTER NOW|POST MALONE
2024-09-02|02:38|FUMAÇA|BARBARA BANDEIRA, VEIGH
2024-09-02|02:42|JUST CANT GET ENOUGH|BLACK EYED PEAS
2024-09-02|02:45|CIDADE|BÁRBARA TINOCO FT. BÁRBARA BANDEIRA
2024-09-02|02:50|AUSTIN|DASHA
2024-09-02|02:53|BREAKING ME|TOPIC FT. A7S
2024-09-02|02:56|NOITE|IVANDRO, VITOR KLEY
2024-09-02|02:59|WHITE FLAG|DIDO
2024-09-02|03:03|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-02|03:05|LUNCH|BILLIE EILISH
2024-09-02|03:08|ESPERAVA MAIS DE TI|BIANCA BARROS, NUNO LANHOSO, RITA ROCHA
2024-09-02|03:11|CUPIDS CHOKEHOLD|GYM CLASS HEROES [+] PATRICK STUMP
2024-09-02|03:15|AS IT WAS|HARRY STYLES
2024-09-02|03:17|MELHOR DE MIM|MARIZA
2024-09-02|03:22|A BAR SONG|SHABOOZEY
2024-09-02|03:25|EU E TU|MIKE 11 FT. D.A.M.A.
2024-09-02|03:30|ELASTIC HEART|SIA
2024-09-02|03:33|BELONG TOGETHER|MARK AMBOR
2024-09-02|03:36|AO TEU OUVIDO|BUBA ESPINHO, BÁRBARA TINOCO
2024-09-02|03:39|FIRE - OFFICIAL UEFA EURO 2024 SONG|MEDUZA, ONEREPUBLIC, LEONY
2024-09-02|03:42|PUT YOUR RECORDS ON|CORINNE BAILEY RAY
2024-09-02|03:46|CARTA|TORANJA
2024-09-02|03:51|THE SOUND OF SILENCE|DISTURBED, CYRIL REMIX
2024-09-02|03:54|CLOSE TO YOU|GRACIE ABRAMS
2024-09-02|03:58|CLUB CAN`T HANDLE ME|FLO RIDA
2024-09-02|04:02|TRAINING SEASON|DUA LIPA
2024-09-02|04:05|ATÉ AO FIM|MANINHO
2024-09-02|04:09|WOMANS WORLD|KATY PERRY
2024-09-02|04:11|COLD|MAROON 5 FEAT. FUTURE
2024-09-02|04:15|O PREÇO CERTO|PEDRO MÁFAMA
2024-09-02|04:18|CRAZY IN LOVE|BEYONCÉ FEAT. JAY-Z
2024-09-02|04:21|BENÇÃO|MIZZY MILES, VAN ZEE, BISPO
2024-09-02|04:26|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-02|04:29|ATE JÁ|TIAGO BANDEIRA
2024-09-02|04:31|GOOD LUCK, BABE|CHAPELLE ROAN
2024-09-02|04:35|DIE WITH A SMILE|BRUNO MARS, LADY GAGA
2024-09-02|04:39|LET IT GO|JAMES BAY
2024-09-02|04:43|RITINHA|ATOA, GRUPO ACADÉMICO SEISTETOS
2024-09-02|04:46|FIX YOU|COLDPLAY
2024-09-02|04:52|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-02|04:55|THUNDER|IMAGINE DRAGONS
2024-09-02|04:58|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-02|05:01|EVERYTIME WE TOUCH|DAVID GUETTA
2024-09-02|05:04|ESPRESSO|SABRINA CARPENTER
2024-09-02|05:07|I ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-02|05:11|MELHOR PARA MIM|ZÉ VARGAS, TIAGO LEITE
2024-09-02|05:14|CRY ME A RIVER|JUSTIN TIMBERLAKE
2024-09-02|05:18|AMIGOS|PABLO ALBORAN, MARIA BECERRA
2024-09-02|05:22|VELHA INFANCIA|TRIBALISTAS
2024-09-02|05:26|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-02|05:30|COMO É LINDA|CAROLINA DESLANDES
2024-09-02|05:32|ROYALS|LORDE
2024-09-02|05:36|FORTNIGHT|TAYLOR SWIFT, POST MALONE
2024-09-02|05:39|ROSA|NUNO RIBEIRO FT. CONAN OSIRIS
2024-09-02|05:42|I DONT WANNA WAIT|DAVID GUETTA, ONEREPUBLIC
2024-09-02|05:45|BREAKEVEN|THE SCRIPT
2024-09-02|05:49|SHIVERS|ED SHEERAN
2024-09-02|05:52|REVERIE|J.MYSTERY
2024-09-02|05:56|BLINDING LIGHTS|THE WEEKND
2024-09-02|05:59|TOO SWEET|HOZIER
2024-09-02|06:06|THE DOOR|TEDDY SWIMS
2024-09-02|06:09|ELA NÃO SABE POIS NÃO|BÁRBARA TINOCO
2024-09-02|06:16|AUSTIN|DASHA
2024-09-02|06:20|7 RINGS|ARIANA GRANDE
2024-09-02|06:23|STARGAZING|MYLES SMITH
2024-09-02|06:28|SWEETEST PIE|MEGAN THEE STALION & DUA LIPA
2024-09-02|06:31|FONES NOS OUVIDOS|NENA
2024-09-02|06:39|A BAR SONG|SHABOOZEY
2024-09-02|06:41|EASY ON ME|ADELE
2024-09-02|06:51|NÃO TE ODEIO|DIOGO PIÇARRA
2024-09-02|06:53|CRUEL SUMMER|TAYLOR SWIFT
2024-09-03|07:03|MWAKI|ZERB, SOFIYA NZAU
2024-09-03|07:09|CHANDELIER|SIA
2024-09-03|07:17|HEAVEN|NIALL HORAN
2024-09-03|07:22|THE SCIENTIST|COLDPLAY
2024-09-03|07:26|TAL COMO SOU|FERNANDO DANIEL
2024-09-03|07:35|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-03|07:38|HEY BROTHER|AVICII
2024-09-03|07:44|TALVEZ|CAROLINA DE DEUS
2024-09-03|07:51|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-03|08:04|AUSTIN|DASHA
2024-09-03|08:10|ONDE ANDA|CALEMA & ZÉ FILIPE
2024-09-03|08:18|EYES CLOSED|ED SHEERAN
2024-09-03|08:25|WOMANS WORLD|KATY PERRY
2024-09-03|08:34|GAROTA|MANINHO, MARISA LIZ
2024-09-03|08:43|LUCIDE DREAMS|JUICE WRLD
2024-09-03|08:50|A BAR SONG|SHABOOZEY
2024-09-03|08:55|ROSA|NUNO RIBEIRO FT. CONAN OSIRIS
2024-09-03|09:05|TEXAS HOLD EM|BEYONCE
2024-09-03|09:12|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-03|09:18|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-03|09:25|BOA SORTE, GOOD LUCK|VANESSA DA MATA [+] BEN HARPER
2024-09-03|09:34|WHAT WAS I MADE FOR|BILLIE EILISH
2024-09-03|09:41|GOOD LUCK, BABE|CHAPELLE ROAN
2024-09-03|09:44|PARAISO|DIOGO PIÇARRA
2024-09-03|09:49|DONT START NOW|DUA LIPA
2024-09-03|10:00|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-03|10:03|CLOSE TO YOU|GRACIE ABRAMS
2024-09-03|10:06|ELA NÃO SABE POIS NÃO|BÁRBARA TINOCO
2024-09-03|10:09|PERMISSION TO DANCE|BTS
2024-09-03|10:13|CALM DOWN|REMA, SELENA GOMEZ
2024-09-03|10:17|ESPRESSO|SABRINA CARPENTER
2024-09-03|10:19|ANJOS|DIOGO PIÇARRA FT. CAROLINA DESLANDES
2024-09-03|10:23|7 RINGS|ARIANA GRANDE
2024-09-03|10:25|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-03|10:29|CRAZY|GNARLS BARKLEY
2024-09-03|10:32|FUMAÇA|BARBARA BANDEIRA, VEIGH
2024-09-03|10:35|STUMBLIN IN|CYRIL
2024-09-03|10:38|DIE WITH A SMILE|BRUNO MARS, LADY GAGA
2024-09-03|10:42|DROPS OF JUPITER (TELL ME)|TRAIN
2024-09-03|10:47|ESSA SAIA|BISPO
2024-09-03|11:00|BEAUTIFUL THINGS|BENSON BOONE
2024-09-03|11:02|EU E TU|MIKE 11 FT. D.A.M.A.
2024-09-03|11:07|STARGAZING|MYLES SMITH
2024-09-03|11:10|ALÔ|DILLAZ FEAT. PLUTONIO
2024-09-03|11:13|EASY ON ME|ADELE
2024-09-03|11:17|AUSTIN|DASHA
2024-09-03|11:20|É ISSO AÍ|ANA CAROLINA & SEU JORGE
2024-09-03|11:25|DISTURBIA|RIHANNA
2024-09-03|11:28|BENÇÃO|MIZZY MILES, VAN ZEE, BISPO
2024-09-03|11:32|WHEN I WAS YOUR MAN|BRUNO MARS
2024-09-03|11:41|HOUDINI|EMINEM
2024-09-03|11:44|OUTROS PLANOS|RITA ROCHA
2024-09-03|11:48|I ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-03|12:00|A BAR SONG|SHABOOZEY
2024-09-03|12:03|NOITE|IVANDRO, VITOR KLEY
2024-09-03|12:06|HOT N COLD|KATY PERRY
2024-09-03|12:10|I DONT WANNA WAIT|DAVID GUETTA, ONEREPUBLIC
2024-09-03|12:12|SORRI SOU REI|NATIRUTS [+] MONICA FERRAZ
2024-09-03|12:16|PLEASE, PLEASE, PLEASE|SABRINA CARPENTER
2024-09-03|12:19|SO SICK|NE-YO
2024-09-03|12:23|GAROTA|MANINHO, MARISA LIZ
2024-09-03|12:26|WE CANT BE FRIENDS (WAIT FOR YOUR LOVE)|ARIANA GRANDE
2024-09-03|12:30|WHAT LOVERS DO|MAROON 5 FEAT. SZA
2024-09-03|12:40|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-03|12:43|COMO É LINDA|CAROLINA DESLANDES
2024-09-03|12:46|THE DOOR|TEDDY SWIMS
2024-09-03|12:49|GREEDY|TATE MCRAE
2024-09-03|12:59|I LIKE THE WAY YOU KISS ME|ARTEMAS
2024-09-03|13:01|SIDE TO SIDE|ARIANA GRANDE, NICKI MINAJ
2024-09-03|13:05|FONES NOS OUVIDOS|NENA
2024-09-03|13:09|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-03|13:11|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
